i,x,y,PRECIP
774,-96.1796,12.727243,17.947426
775,-92.609055,13.228691,17.947426
776,-89.05834,13.855655,17.947426
777,-85.55427,14.6013,17.947426
778,-82.123634,15.461278,17.947426
779,-78.792435,16.428131,17.947426
780,-75.58615,17.495647,17.947426
781,-72.52915,18.654503,17.947426
782,-69.64464,19.896626,17.947426
783,-66.95459,21.212688,17.947426
784,-64.47948,22.592133,17.947426
785,-62.23822,24.024395,17.947426
786,-60.24778,25.499529,17.947426
787,-58.52331,27.005112,17.947426
788,-57.07793,28.529957,17.947426
789,-55.9227,30.063501,17.947426
790,-55.066444,31.593317,17.947426
791,-54.515575,33.106976,17.947426
792,-54.274303,34.59454,17.947426
793,-46.939747,37.216103,14.116183
794,-47.39,38.869576,14.116183
795,-48.203987,40.451584,14.116183
796,-49.375687,41.951576,14.116183
797,-50.896114,43.357117,14.116183
798,-52.753696,44.657646,14.116183
799,-54.934326,45.843224,14.116183
800,-57.421352,46.905144,14.116183
801,-60.195915,47.83534,14.116183
802,-63.236847,48.626343,14.116183
803,-66.52106,49.27195,14.116183
804,-70.02345,49.767803,14.116183
805,-73.717545,50.1108,14.116183
806,-77.57506,50.29659,14.116183
807,-81.56668,50.32455,14.116183
808,-85.66205,50.194687,14.116183
809,-89.83,49.908234,14.116183
810,-94.038795,49.46644,14.116183
811,-98.256454,48.87427,14.116183
812,-102.450775,48.134216,14.116183
813,-106.58995,47.253113,14.116183
814,-110.642395,46.23717,14.116183
815,-114.577324,45.09447,14.116183
816,-118.36476,43.834328,14.116183
817,-121.97588,42.46483,14.116183
818,-125.38314,40.997147,14.116183
819,-128.56078,39.4431,14.116183
820,-131.48444,37.81324,14.116183
821,-134.13197,36.121246,14.116183
822,-136.48318,34.37892,14.116183
823,-138.52022,32.60056,14.116183
824,-140.22751,30.798582,14.116183
825,-141.59212,28.987907,14.116183
826,-142.60364,27.18096,14.116183
827,-143.25435,25.392654,14.116183
828,-143.5394,23.636036,14.116183
829,-143.45642,21.92416,14.116183
830,-143.00626,20.271313,14.116183
831,-142.19228,18.6893,14.116183
832,-141.02057,17.189312,14.116183
833,-139.50015,15.78377,14.116183
834,-137.64256,14.483239,14.116183
835,-135.46194,13.297663,14.116183
836,-132.97491,12.235741,14.116183
837,-130.20035,11.305548,14.116183
838,-127.15941,10.514542,14.116183
839,-123.875206,9.868937,14.116183
840,-120.37271,9.372461,14.116183
841,-116.67871,9.0300865,14.116183
842,-112.821205,8.8442955,14.116183
843,-108.82958,8.816334,14.116183
844,-104.734215,8.946201,14.116183
845,-100.56625,9.232653,14.116183
846,-96.35747,9.674448,14.116183
847,-92.13981,10.266615,14.116183
848,-87.94548,11.006668,14.116183
849,-83.80631,11.887772,14.116183
850,-79.75386,12.903713,14.116183
851,-75.81894,14.046415,14.116183
852,-72.031494,15.306556,14.116183
853,-68.42038,16.676058,14.116183
854,-65.01302,18.143116,14.116183
855,-61.835484,19.697786,14.116183
856,-58.91182,21.327644,14.116183
857,-56.26429,23.019636,14.116183
858,-53.913082,24.761961,14.116183
859,-51.87605,26.540325,14.116183
860,-50.168755,28.342302,14.116183
861,-48.804142,30.152979,14.116183
862,-47.792633,31.959925,14.116183
863,-47.14191,33.74823,14.116183
864,-46.85687,35.50485,14.116183
865,-36.093933,38.934196,10.013613
866,-36.64535,40.959244,10.013613
867,-37.64235,42.897923,10.013613
868,-39.07737,44.734695,10.013613
869,-40.939495,46.455894,10.013613
870,-43.214584,48.049088,10.013613
871,-45.885197,49.50061,10.013613
872,-48.931263,50.801144,10.013613
873,-52.329365,51.940117,10.013613
874,-56.053772,52.909454,10.013613
875,-60.07602,53.699837,10.013613
876,-64.36562,54.30754,10.013613
877,-68.8899,54.726967,10.013613
878,-73.61429,54.954388,10.013613
879,-78.50302,54.988564,10.013613
880,-83.51885,54.830116,10.013613
881,-88.62349,54.47904,10.013613
882,-93.77824,53.938446,10.013613
883,-98.9437,53.21144,10.013613
884,-104.08077,52.306107,10.013613
885,-109.15015,51.226784,10.013613
886,-114.11341,49.982796,10.013613
887,-118.93263,48.58347,10.013613
888,-123.57127,47.03936,10.013613
889,-127.99405,45.3629,10.013613
890,-132.16711,43.565277,10.013613
891,-136.05885,41.662014,10.013613
892,-139.63966,39.666172,10.013613
893,-142.88217,37.5939,10.013613
894,-145.76183,35.46011,10.013613
895,-148.25659,33.28158,10.013613
896,-150.34769,31.075092,10.013613
897,-152.01895,28.85742,10.013613
898,-153.25781,26.644716,10.013613
899,-154.0548,24.454384,10.013613
900,-154.40384,22.302574,10.013613
901,-154.30223,20.206068,10.013613
902,-153.75092,18.18164,10.013613
903,-152.7539,16.242962,10.013613
904,-151.3189,14.406189,10.013613
905,-149.45677,12.684992,10.013613
906,-147.18167,11.091795,10.013613
907,-144.51097,9.63965,10.013613
908,-141.465,8.339743,10.013613
909,-138.0669,7.2007694,10.013613
910,-134.3425,6.23143,10.013613
911,-130.32024,5.4410458,10.013613
912,-126.03064,4.8333454,10.013613
913,-121.50636,4.4139194,10.013613
914,-116.781876,4.185877,10.013613
915,-111.89314,4.151701,10.013613
916,-106.87741,4.310772,10.013613
917,-101.772675,4.6612244,10.013613
918,-96.61803,5.2024384,10.013613
919,-91.45246,5.9288216,10.013613
920,-86.31549,6.8347816,10.013613
921,-81.24602,7.9134827,10.013613
922,-76.28285,9.158089,10.013613
923,-71.46353,10.556795,10.013613
924,-66.82489,12.100903,10.013613
925,-62.40221,13.777983,10.013613
926,-58.22914,15.57561,10.013613
927,-54.337414,17.47887,10.013613
928,-50.756603,19.474714,10.013613
929,-47.514088,21.546988,10.013613
930,-44.63443,23.680775,10.013613
931,-42.13958,25.85868,10.013613
932,-40.048576,28.065792,10.013613
933,-38.377304,30.283466,10.013613
934,-37.138443,32.49617,10.013613
935,-36.341465,34.6865,10.013613
936,-35.99243,36.83831,10.013613
937,-24.163734,40.824406,5.850607
938,-24.826378,43.257698,5.850607
939,-26.024666,45.587837,5.850607
940,-27.749321,47.79495,5.850607
941,-29.98732,49.864113,5.850607
942,-32.721664,51.778557,5.850607
943,-35.931385,53.52337,5.850607
944,-39.592278,55.08674,5.850607
945,-43.676277,56.45562,5.850607
946,-48.152435,57.62007,5.850607
947,-52.986656,58.57077,5.850607
948,-58.142025,59.30026,5.850607
949,-63.579475,59.80419,5.850607
950,-69.257576,60.078217,5.850607
951,-75.13313,60.119846,5.850607
952,-81.16141,59.929085,5.850607
953,-87.29645,59.506554,5.850607
954,-93.49162,58.856598,5.850607
955,-99.69978,57.98419,5.850607
956,-105.873726,56.894928,5.850607
957,-111.966415,55.59813,5.850607
958,-117.93149,54.10311,5.850607
959,-123.72349,52.42106,5.850607
960,-129.2984,50.565643,5.850607
961,-134.61382,48.549915,5.850607
962,-139.62927,46.39003,5.850607
963,-144.30664,44.10276,5.850607
964,-148.61017,41.70427,5.850607
965,-152.5072,39.213192,5.850607
966,-155.96814,36.648792,5.850607
967,-158.96648,34.030334,5.850607
968,-161.47961,31.378944,5.850607
969,-163.48822,28.712639,5.850607
970,-164.97714,26.053793,5.850607
971,-165.93501,23.421043,5.850607
972,-166.35446,20.834896,5.850607
973,-166.23242,18.315857,5.850607
974,-165.5698,15.882567,5.850607
975,-164.3716,13.553047,5.850607
976,-162.64694,11.345936,5.850607
977,-160.40894,9.27677,5.850607
978,-157.67459,7.3623257,5.850607
979,-154.46478,5.616894,5.850607
980,-150.80399,4.054146,5.850607
981,-146.71999,2.6852646,5.850607
982,-142.24384,1.5208149,5.850607
983,-137.4096,0.57011604,5.850607
984,-132.25414,-0.15999413,5.850607
985,-126.81669,-0.6639271,5.850607
986,-121.13859,-0.93795013,5.850607
987,-115.26313,-0.97896194,5.850607
988,-109.234856,-0.7882004,5.850607
989,-103.099815,-0.36566734,5.850607
990,-96.90464,0.2842865,5.850607
991,-90.69648,1.1566906,5.850607
992,-84.52254,2.2459545,5.850607
993,-78.42985,3.542757,5.850607
994,-72.46477,5.037775,5.850607
995,-66.672775,6.7198277,5.850607
996,-61.097767,8.574621,5.850607
997,-55.782345,10.590349,5.850607
998,-50.766888,12.750235,5.850607
999,-46.08961,15.038124,5.850607
1000,-41.78609,17.436617,5.850607
1001,-37.889053,19.927692,5.850607
1002,-34.428123,22.492092,5.850607
1003,-31.429684,25.10993,5.850607
1004,-28.916634,27.761942,5.850607
1005,-26.908043,30.428246,5.850607
1006,-25.41912,33.087093,5.850607
1007,-24.46125,35.71984,5.850607
1008,-24.04171,38.305367,5.850607
