i,x,y,PRECIP
726,-59.26626,42.342415,17.947426
727,-61.11234,43.346554,17.947426
728,-63.217766,44.245678,17.947426
729,-65.566605,45.032955,17.947426
730,-68.14099,45.70279,17.947426
731,-70.92122,46.248978,17.947426
732,-73.88624,46.66902,17.947426
733,-77.01345,46.958584,17.947426
734,-80.279106,47.11641,17.947426
735,-83.65828,47.140022,17.947426
736,-87.12521,47.03004,17.947426
737,-90.65366,46.787704,17.947426
738,-94.21666,46.413643,17.947426
739,-97.78711,45.911575,17.947426
740,-101.33792,45.285233,17.947426
741,-104.841995,44.539585,17.947426
742,-108.27262,43.679607,17.947426
743,-111.60382,42.712753,17.947426
744,-114.81011,41.645237,17.947426
745,-117.86711,40.48638,17.947426
746,-120.751625,39.24426,17.947426
747,-123.441666,37.928196,17.947426
748,-125.91679,36.54875,17.947426
749,-128.15805,35.116493,17.947426
750,-130.14848,33.641357,17.947426
751,-131.87296,32.135773,17.947426
752,-133.31824,30.610308,17.947426
753,-134.47346,29.076763,17.947426
754,-135.32982,27.54757,17.947426
755,-135.88069,26.033909,17.947426
756,-136.12195,24.546345,17.947426
757,-136.05174,23.09731,17.947426
758,-135.6707,21.6986,17.947426
759,-134.98157,20.358925,17.947426
760,-133.98965,19.088842,17.947426
761,-132.70245,17.898918,17.947426
762,-131.12991,16.797848,17.947426
763,-129.28392,15.7943325,17.947426
764,-127.1785,14.895208,17.947426
765,-124.82965,14.107931,17.947426
766,-122.25527,13.438093,17.947426
767,-119.47504,12.891909,17.947426
768,-116.510025,12.471861,17.947426
769,-113.38281,12.182302,17.947426
770,-110.11715,12.024473,17.947426
771,-106.73798,12.000862,17.947426
772,-103.27104,12.110844,17.947426
773,-99.7426,12.353178,17.947426
